abn,charityname,registrationstatus,charitysize,activity_desc,other_activity_desc
37645814142,BUNTU FOUNDATION LTD.,Registered,Small,"The Objective of Project life is to eradicate avoidable childbirth deaths in Uganda through the provision of quality Antenatal care.  Our vision is to develop a health care network across Uganda supported by one major referral women and children Hospital. Women will be able to go to their local CHCs and have access to pre-post-natal care with complicated cases referred to a referral hospital.  In the short term our goal is to partner with local clinics such as Naguru Surgery to offer pre and post-natal care for our clients.   In the meantime, until we have accumulated the financial resources required to fulfil the charities mission we will assign funds to ensure the supply and provision of sanitary products for young Ugandan women.",
37691109973,UCA - Galilee Congregation,Registered,Small,Prayer and partial payment of tuition,
37788410970,Rotary Oceania Medical Aid for Children Pty Ltd as Trustee for The ROMAC Gift Fund,Registered,Small,Some of the patients identified as suitable for medical treatment are treated in New Zealand's hospitals.,
37835221340,First Romanian Baptist Church Endeavour Hills,Registered,Small,Mostly assisting poor and disadvantaged individuals via transfer of funds.,
37951892703,Australian Friends of Meir Panim Inc,Registered,Small,Providing support for food and underpriviliged children overseas as well as In Australia.,
38000827798,Mission Without Borders (Australia) Limited,Registered,Medium,"We are an international organisation with offices employing local staff in each of the countries in which we operate. Mission Without Borders provides material, emotional, educational and spiritual support to poor and marginalised people suffering the effects of poverty, through our staff and volunteers in those countries.",
38008622311,Foresight (Australian Overseas Aid & Prevention Of Blindness) Limited,Registered,Small,"Foresight has been active in the Asia-Pacific region since 1978 with avoidable blindness projects in Bangladesh, Solomon Islands, Timor-Leste, Indonesia, Sri Lanka and the Philippines. Our blindness projects are developed in collaboration with local hospitals, communities and governments to ensure a holistic approach and that long term benefits are realised.",
38059139294,Summer Institute Of Linguistics; Pacific Area,Registered,Medium,SIL Pacific Area provides funding for indigenous translators to translate and publish texts in their own languages in various Pacific locations. Consultant help to review translated materials and progress has been made in preparing materials for publication.,
38123339499,Sea Shepherd Australia Limited,Registered,Large,Working with government partners to provide a vessel and crew to patrol waters and find poachers fishing illegally.,
38135501521,Lille Fro Foundation Ltd,Registered,Small,"Lille Fro s goal is to empower communities and build local capacity through education and skills training programs which provide the tools and resources for communities to become sustainable whilst at the same time improving health and living conditions. Through its child sponsorship program, Lille Fro is supporting children in their primary and secondary schooling providing access to a basic quality education together with ensuring children have hostel accommodation and nutritious food. Our education program has extended to support students in their tertiary education.  Due to an absence of boarding facilities in the Zanskar Valley, Lille Fro is funding the construction of a Little Seeds House, a disability inclusive hostel that will provide boarding accommodation and make education a reality for children from remote mountain areas.",
38140879698,Global Dialogue Foundation Australia Limited,Registered,Small,"* We coordinate and mentor a student internship program in India. 10 students from 5 colleges (total 50) + 2 coordinators from each college, are developing and delivering programs that promote understanding among people of the different cultures/backgrounds and build inclusive societies.  *We work with our representatives in India, USA, Kenya, Cameroon and Nigeria to promote Unity in Diversity across their spheres of influence.  * We supported a non-profit organisation in India with a $1300 donation to support their community building efforts.",
38159137407,Musikarma,Registered,Small,MUSIKARMA provides financial support to a music school in Navi Mumbai that provides music tuition and training to disadvantaged young people who would not be able to afford music education otherwise. We also provide music workshops on location to provide training to local staff and engage the community.,
38162740131,Blueprint for Free Speech Inc.,Registered,Small,"- We were asked to help the local civil society community in Mexico work toward a well-designed whistleblower protection law. Beginning in 2020 and continuing on from there, we worked with local groups and a government-appointed panel to put together what would be a best practice legal regime to protect whistleblowers.  - Each year, we award international prizes to whistleblowers who act in the public interest making disclosures that reveal serious wrongdoing, from financial corruption to human rights abuses - SLAPPs (Strategic Lawsuits Against Public Participation) are increasingly being used across countries to shut down public interest research and discussion. With our NGO partners, we have co-designed and co-created a freedom of expression project that funds eleven Not For Profit organisations in as many countries. The two-year project, Pioneering Anti-SLAPP for Freedom of Expression (PATFox), commenced in this financial year.",
38165199959,Asset Institute Limited,Registered,Medium,"The Asset Institute maintains strong linkages with the International Society of Asset Management (ISEAM). The CEO of the Institute, the founding chair of ISEAM, remains a member of the board. Professor Kerry Brown, one of our theme leaders, is the Chief Editor of ISEAM s Engineering Asset Management Reviews This journal is the only multidisciplinary asset management oriented journal which is indexed by both Ei and Scopus.  Dr Steve Pudney, one of our member representative and alumni is also the Treasurer and Board member.  ISEAM organises the World Congress on Engineering Asset Management (WCEAM), an event that has been held annually since 2006, commencing with the inaugural event on the Gold Coast in Queensland, Australia. See www.wceam.com",
38168438211,Himalayan Development Foundation Australia Incorporated,Registered,Small,"HDFA's activities provide funding to remote areas of Nepal. In Nepal's Indrawati region, HDFA has provided teacher training and resources to assist the development of education and reduction of human trafficking, increased access to healthcare facilities and services by providing outreach clinics and emergency midwives, and provided services such as immunisation, de-worming and family planning. In Indrawati, HDFA has also implemented the 'seeds of hope' program, assisting the development of agriculture practices by building greenhouses, providing training in building and farming and helping communities build small commercial farms including citrus, kiwi fruit and mushrooms. In the Ghunsa region, HDFA has assisted in rebuilding and refitting school and hostel facilities, helped the school reach 'model school' status and 100% attendance, funded improvements to health clinics and provided medical services and health education.",
38179784679,The Trustee For Into Africa Overseas Aid Fund,Registered,Small,"We provided housing and health care to abandoned babies and children in Zambia who were orphaned, or whose parent needed assistance. We facilitated fostering and adoptions, as well as education and training for marginalized children, youth and adults.",
38261868616,Youthconnected Incorporated,Registered,Small,Supporting people impacted by Aids/ HIV through the Hillcrest Aids Centre Trust.,
38272935597,Rock Art Preservation Fund,Registered,Small,"Besides our involvement in specific projects in select countries, we also operate an advisory system in various other countries and publish scientific literature on rock art conservation and preservation issues.",
38296910734,Christian Israelite Church,Registered,Small,Only zoom services offered at this time.,Zoom services are available to international people.
38420396060,Dog Rescue Inc,Registered,Small,"ROLDA campaigns and programs in Romania are: animal rescue, animals rehabilitation, social aid campaigns, provide shelter to strays dogs, international adoption program, international volunteers program, free spay/neuter campaigns for  pets from poor communities. Since the war started in Ukraine, ROLDA provides regularly financial and logistic support to a dozen of rescuers from all over Ukraine.",
38450447913,The Gospel Avenues Inc,Registered,Small,"We mobilize churches and network them for training, evangelism and planting new churches. We sponsor the training and the starting of new church and social programs.",
38463875288,Kolong Athiei Inc.,Registered,Small,"Kolong Athiei Inc, during the Covid 19 period has been busy raising awareness in the rural communities, were health precautions are not properly understood. There were activities such gathering of people to educate them on how they can protect themselves and others through wearing of masks, handwashing, keeping distances and so on.",
38478411036,Heaven's Song Philadelphia Christian Center The Church Of Jesus King Of Kings And Lord Of Lords,Registered,Small,"Providing funding and support for disadvantaged families, Funding of educational programs around Christian principles. Social Services - providing food and medical assistance to those in need.",
38487273127,YEMENI AUSTRALIAN COMMUNITY VICTORIA INCORPORATED,Registered,Small,Providing food and clothing deliveries to needy families in Yemen,
38509071938,HANDMAIDS OF OUR LORD,Registered,Small,religion and Faith based spirituality,
38609263701,Co-Ground Limited,Registered,Medium,"Our international programs have previously focused on directly supporting community-led initiatives that address access to education, fresh water, health outcomes and small business development.",
38628931386,THE AMIEL SOCIETY LTD,Registered,Small,"The Amiel Society will partner with registered PBI's to provide resources, assist with fundraising programs or donate funds to assist with the delivery transfer of essential supplies to those in need.  This includes relief supplies for areas experiencing natural disasters, areas experiencing ongoing shortages of health supplies or shortages of food.",
38630465521,Cambodia World Family,Registered,Small,Provide logistics for Australian students to deliver free dental care,
38637038665,HER Africa Ltd,Registered,Small,"This project overview outlines the key details and objectives of a menstrual cup pilot conducted by our charity organisation in a Epe. The aim of the project is to address menstrual health challenges faced by individuals in the community and introduce an alternative and sustainable menstrual hygiene solution, namely menstrual cups. Objectives:  Improve Menstrual Health: The primary objective of the project is to enhance the menstrual health and well-being of individuals in the community by providing access to menstrual cups as a safe, effective, and sustainable menstrual hygiene option. Reduce Menstrual Waste: The project aims to reduce the environmental impact of disposable menstrual products, such as pads and tampons, by promoting the use of menstrual cups, which can be reused for an extended period. Empowerment and Education: The project seeks to empower individuals by providing comprehensive education on menstrual health, menstrual cup usage, and proper hygiene practices.",
38638396620,VITAL ANAESTHESIA SIMULATION TRAINING (VAST) Ltd,Registered,Small,We partner with in-country leads to delivery VAST's programs across a variety of locations. We have a hub of volunteers at and a strong connection with Dalhousie University. This is where the Instructor Course was held in May 2022,
38638984755,AUSTRALASIAN YOUTH CUBESAT INITIATIVE LIMITED,Registered,Small,"We are currently in the planning stages for a student-led cubesat development program. This program will involve collaboration from university students from around the world in an online forum. The program aims to provide students with hands-on experience in designing, building and launching a cubesat, as well as providing them with opportunities to gain valuable skills and knowledge in the field of space technology.",
38653239475,SROWZARCHILDREN PTY LTD,Registered,Small,"We run sewing schools across 3 different provinces in Afghanistan in the rural. Our main target is and was to support disadvantaged women, specially widows or women with husbands who are disabled.   We are brining children to schools, getting them off the streets by offering monthly sponsorships, focusing on their childhood, cooking fresh meal, food packages, building water wells, cash envelopes, gift boxes handed out to birthing units across 3 different hospitals.",
38742880809,Equal Access International Incorporated,Registered,Small,"Equal Access International (EAI) and our partners are involved with Community and Cultural Connection programs, to empower the Indonesians through social, educational and training opportunities.  In recognition of the rich cultural history, EAI hopes to foster greater peace and understanding across a culturally and religiously diverse peoples.",
38794377472,Australian Institute Of Building,Registered,Medium,Advancement of the study of building and all kindred matters - CPD events and awards programs,
38838038588,Brearley Custodians Pty Ltd as Trustee For The Sir Norman Brearley Community & International Service Benevolent Fund,Registered,Small,Sponsored water projects in Zambia,Supporting Rotary International
38875567174,Armenian Christian Mission Inc,Registered,Small,"Sending containers of humanitarian aid from Australia (clothing, furniture, kitchen good, medical supplies, hygiene) Sponsoring needy families, helping with tertiary education costs, medical assistance, supporting farmers, improving housing conditions, distributing food.",
38921975017,The Global Women's Project Ltd,Registered,Small,"We partner with local, in country, women-led grassroots community organisations to develop and deliver programs that address the needs of women in the communities in which we work.",
39001425065,UTS College Ltd,Registered,Large,"Insearch Limited has subsidiaries in China, Sri Lanka, Indonesia, India and a representative office in Vietnam. Arrangements are also in place to licence the Insearch Limited curriculum to organisations in other countries to facilitate a pathway to study at the University of  Technology Sydney.",
39084904594,Cannan Institute Limited,Registered,Small,"The Cannan Institute has supported a number of conferences run by the International Society for the Study of Trauma and Dissociation (ISSTD). It carries out collaborative research with Professor Martin Dorahy, University of Canterbury, Christchurch NZ",
39095833935,African Aids Foundation,Registered,Small,The African AIDS Foundation partners with organisations in rural South African communities to deliver programs focused on orphaned and vulnerable children and young people. Programs focus on: providing information and education about HIV and AIDS; conducting life skills and personal development programs for orphaned and vulnerable children and youth; improving access to antiretroviral treatment; strengthening extended family and community support networks; providing information about good nutrition and improving food security through the provision of vegetable gardens to the neediest; seeking to reduce abuse and exploitation of children and teenagers; and establishing partnerships between schools in Africa and Australia. We are committed to programs providing young people with career advice and pathways to employment and tertiary studies.,
39099443619,M A Centre (Aust) Foundation,Registered,Small,Support to building of the now operational Amrita Hospital in Faridabad. This hospital has the state of the art facilities to deliver world class healthcare to locals at free or nominal charges.,
39106279225,Good Return Limited,Registered,Large,"We seek to enable those living in poverty to achieve economic empowerment through responsible financial inclusion and capability development. Our key programs are in financial education, training in responsible financial service provision, impact investment and microfinance lending.",
39116072050,Anglicord Limited,Registered,Medium,"We long to see the world renewed and restored, free of poverty. We recognise our attitudes and actions impact people around the world, especially those facing poverty, exacerbated by the impacts of climate and inequality. Our activities partner with funding and capacity building to respond to the needs of people in poverty to make a difference in developing countries. We connect Australian Anglicans with our partners as global neighbours.  We are a professional and fully accredited international aid agency supporting projects across Africa, the Middle East, and the Asia-Pacific. We work towards long-term community development and also respond to disasters and emergencies around the world. We support our partners to assist marginalised communities and take a strengths-based approach, helping them take charge of their own development and lift themselves out of poverty. We do not engage in any evangelism or proselytising or use any funds for such activities.",
39150530260,BURMESE COMMUNITY DEVELOPMENT COLLABORATION,Registered,Medium,Fundraising activities were arranged for an internally displaced persons in Myanmar,
39156728509,Foundation South Sudan,Registered,Small,Providing university scholarships to South Sudanes still resident in East Africa within East African Universities,
39181103288,Central Queensland University,Registered,Large,"CQUniversity Australia operates through various means in many global regions including Australia Pacific, Europe, the Middle East, North America, and various regions in Asia.  International collaborations, including student mobility programs, are an integral part of CQUniversity s strategic vision to be a genuinely accessible University.",
39213153773,"Autism: Local Initiatives, Global Networks Incorporated",Registered,Small,ALIGN raises funds predominantly through an online fundraising platform and transfers funds to the local organisations working with children and young people with autism in Bangladesh and Tajikistan.,
39266049722,Water Education and Health Foundation (WEH),Registered,Small,"- Recruit and train volunteers from local communities to assist in delivering educational programmes - Educating families about disadvantages of female child marriage. - Encourage and support girls to go to schools. - Educate school children about hygiene practices to help control infectious diseases. - Classes, group information sessions to girls' parents about the importance of sending their daughters to school.",
39364035929,Adelaide Mbale Children's Health Fund,Registered,Small,- Health Clinic - Community Health Promotion Outreach sessions - Pathways to health care for vulnerable children,
39382235058,Industrial Health & Safety Research & Education Charitable Trust,Registered,Small,Providing funds to complete community facilities,
39469249567,Crossover Communications International Inc.,Registered,Small,Religious Leader training and support,
39566577931,Project Employment Inc,Registered,Small,"26,000 unique visitors since April 2021",programs are on the internet and are downloaded from there
39575289114,Tamil Church Of NSW,Registered,Small,"Education(study centres after school), Livehood programs for disadvantage and other as requred",Livelihood programs for communities affeted due to war in Sri Lanak
39599761374,The Trustees Of The Marist Missions Of The Pacific,Registered,Medium,MMOP invests funds from Pacific Catholic Dioceses and distributes their income for religious purposes.,
39617183070,Australia Tanzania Society Limited,Registered,Small,"We send Perth volunteer medical teams to Tanzania at least 2 times per year to operate on children and adults who need reconstructive surgery on congenital deformities, burns injuries and other debilitating conditions.  We have support in Perth and Tanzania to collect, send a distribute medical equipment across Tanzania.  Our volunteer medical teams support local Tanzanian medical staff in training and capacity building.",
39618980546,The Papua New Guinea Tribal Foundation Pty Ltd,Registered,Small,We provide program support and goods to our PNG based operations for the delivery  of the program in remote and rural communities,Support for delivery of overseas programs such as voluntary work
39625557735,Nuvanor Limited,Registered,Small,Building hospital in Liberia (Africa).,
39628777944,TRANSFORM GLOBAL LTD,Registered,Medium,We provide poverty relief and education programs to the poor children of Cambodia. More at www.transformcambodia.com,
39631231251,AUSTRALIA/ISRAEL & JEWISH AFFAIRS COUNCIL,Registered,Medium,Receipt of funding.,
39633503312,BLESSED OLIVE LTD,Registered,Small,"Building partnerships with a like-minded charity organizations in India & Pakistan to support the cause as described in our strategic plan and the objectives of Health, Education, and Social welfare.",
39634536137,Marefat Children LTD,Registered,Small,"100% of children under charity care live overseas. we operate in Iran.  The charity is specialist on Child Sponsorship program,  Child sponsorship program divided in 9 categories to support children and families.  Those categories are:  1: Health 2: Education 3: Food and nutrition 4: Furnishing 5: Birthdays and gifts 6: Ceremonies   7: Housing support 8: Support guardians  9: Monthly helps",
39645963266,HOPEBOX AUSTRALIA LTD,Registered,Small,Hopebox Australia raises funds to send to Hopebox Vietnam which is a registered social enterprise in Vietnam.  Hopebox Vietnam operates the Program and also receives additional funding from other sources.,
39681176191,Empower 4Life Incorporated,Registered,Small,"We are supporting a Rescue House in Bali for women in need of a safe place to live & to provide educational training in a career suited to them -particularly in sewing skills, beauty therapy & food preparation. We also support a school for disadvantaged children .",
39819169729,SAMOAN INDEPENDENT SEVENTH DAY ADVENTIST CHURCH NSW LIMITED,Registered,Medium,"SISDAC is made up of Divisions around the worldwide. We have divisions in Australia, USA, Samoa and New Zealand. Each division helps each other in funding new projects that help in spreading the word of God. These projects include providing funding for church buildings, halls or schools across each division and bible missions. Before charitable international activities are performed, they are discussed and approved by the SISDAC WORLDWIDE COUNCIL and all overseas divisions are required to comply when approved. Our organisation SISDAC NSW Division maintains reasonable internal control procedures to ensure the funds and goods are used wisely overseas as needed.",
39943695544,Eritrean Australian Humanitarian Aid Inc,Registered,Small,We supplement refugee-run community schools' operational budgets - mostly covering rent of school buildings - to ensure Eritrean refugee children in Sudan can continue to learn.,
40004251101,Omf International,Registered,Large,"Training, sending and supporting of missionaries in Australia and internationally.",
40061026344,Testigo Projects Inc,Registered,Small,"During this C-19 period Testigo continues to do a very small amount of training Masai women and Masia men and school children in Tanzania to grow their own food utilising permaculture principles to alleviate poverty, improve nutrition and health and improve income. Permaculture project participants have planned, harvested, eaten and sold their own home grown vegetables and collected rainwater",
40124112983,Hands Across The Water Australia,Registered,Medium,Provide support for over 350 children in 6 orphanages across Thailand.,
40138287319,"DCSS + NFPCCC - NATIONAL COMMUNITY JUSTICE & SOCIAL SERVICES NFP CHARITY (SPECIALIST WITHIN THE DEI (DIVERSITY, EQUALITY, INCLUSION)/LGBTIQA+ AND FIRST NATIONS (INDIGENOUS) COMMUNITIES) - FORMALLY KNOWN AS: LGBTIQ - SUPPORT & PROTECTION SERVICES INC.",Registered,Small,MAY DELIVER COMMUNITY SERVICES / SOCIAL SERVICES / COUNSELLING / JP SERVICES TO AN INTERNATIONAL PERSON WHO IS IN AUSTRALIA OR SOMEONE OVERSEAS REQUIRING EMERGENCY SUPPORT SERVICES.  ALL IN ACCORDANCE WITH POLICIES & PROCEDURES + LEGISLATIONS.,
40147741526,FCJ College Benalla,Registered,Large,"Students raise funds for Malbago Village, Cebu, Philippines to provide school resources to the local school.  Our senior students visit Malbago every 2 years.",
40165853510,GENNAROSITY ABROAD LIMITED,Registered,Small,"We closed Grandma Jenny's Training Centre which empowered women since 2013 and from 2019 men until 2021. As a charity, we want to be supporting Kenyans helping Kenyans. Grandma Jenny's was originally designed to be self-sustainable and no matter how many different ways we tried to achieve this, we were met with barriers we wouldn't overcome. Gennarosity Abroad will continue to focus on sending funds directly the educational and health related services in Kenya. We do this through out three projects, Karunga's Emanuel Kindergarten, New Hope Children's Centre and Rhonda's Maternity Clinic. We also send two teenagers to boarding school after hearing about their remarkable story of walking 14km to ask for an education.",
40170766569,The Common People Ltd,Registered,Small,"Our international aid program aims to provide a better future to hundreds of families living in extremely poor conditions. All parents and guardians of the children we are supporting are daily wage earners and COVID-19 isolation measures imposed by the government ceased all household income. We provided emergency relief kits including food, basic personal protective equipment (PPE), etc, to help relieve the added stress on these struggling families. Our detailed ongoing plan entails purchasing basic food and groceries such as rice,lentils, beans, etc, and delivering these food kits on a regular basis. As these families live well below the poverty line with no insight of personal hygiene, we include materials like soaps, tooth pastes, sanitary pads, etc in our kits, to uplift their standard of living. Our regular supplies ensure these under privileged families will have access to basic food and nourishment, and thus reducing hunger and addressing issues related to malnutrition.",
40287980310,The Askari Project Incorporated,Registered,Small,The Askari Project has been set up to raise funding and support for elephant  conservation and the protection of some of the last Great Tuskers of Africa. This  funding and support is directed to the aerial & ground conservation operations of  The Tsavo Trust in Kenya,
40303508635,Christian City Church South Coast Incorporated,Registered,Small,"At Transform Cambodia they establish our Life Centres in the poorest districts of Phnom Penh and enrol 100 street children from the location. Each Centre has seven trained staff who carefully vet each child to ensure that they're genuinely poor. All our children still live at home (however basic and poor that may be) so we work very closely with their family (some with two parents, sometimes one parent and sometimes grandparents). Then we start to build their future with health care, education, life skills, leadership, fluency in English and creative development. C3 O'Halloran Hill - Christian City Church South Coast Inc - sponsor Centre 34 to enable Transform Cambodia to help these children and families in need.",
40329216680,Kokoda Angels Incorporated,Registered,Small,Delivered E-schooling to remote Waju village Northern Pro.,
40343493303,Maronites on Mission Australia,Registered,Small,"Internationally with assistance from the Missionaries of the Poor we assist the poor in Naga City in the Philippines, volunteers from our charity travel to the Philippines annually and provide food, basic medical care and other assistance to residents of Naga City living at the rubbish dump.  We also assist the needy in Lebanon. The need there has arisen from the financial crises afflicting the country and the devastating effects of the port of Beirut blast. We have assisted those in need directly with providing food packages to families and individuals, repairs to homes, support with living expenses and financial sponsorship.",
40482139863,Horn Of Africa Relief And Development Agency Of Australia,Registered,Small,"We identify and evaluate projects that are sustainable and will help the economic development of disadvantaged communities in Horn of Africa countries.  We also look to support projects that help in the education of children in difficulty like orphans.  Once a program has been appraised as viable and funds raised, we remit the funds to a third party to implement the project and acquit to us on completion.",
40540320559,Gosford Rotary Trust,Registered,Small,support a student,pay for education
40575927517,Arlaadi Relief,Registered,Small,Running around 200 orphans education and helped over 1000 elderly people through the year 2022,
40612577036,CAUSINDY Ltd,Registered,Small,"We executed programs that aimed to improve Australia-Indonesia bilateral relations at the people, business and government levels. These programs included running a mentoring program which provides support and advice for the future leaders of Aus-Ind relations, creating an alumni platform which continues to foster meaningful connections for our alumni, and running online workshops and seminars to educate the community on topical issues. Our international face to face activities were haulted this year due to COVID19. All of our programs were virtually conducted",
40617836889,Mary's Meals Australia Ltd,Registered,Small,Mary's Meals' Australia transfers funds to Mary's Meals International to assist with funding charitable activities worldwide.,
40624788245,Volunteer Building Cambodia Australia Limited,Registered,Small,Transfer of funds to Volunteer Building Cambodia to support their charitable work.,
40624955753,Friends of New Hope India Relief (Aust) Inc.,Registered,Small,We raise funds in Australia to support New Hope in India and maintain records that show the funds transferred to New Hope India supported by written requests detailing the use to which the funds will be applied,
40701657498,Project Vietnam Inc,Registered,Small,We provided assistance to poor communities in Vietnam and Cambodia.,
40835497412,Global Transitions Foundation Inc,Registered,Small,Support a community centre in Cambodia and build a house projects in Cambodia as well.,
40989245979,Patter Foundation Private Ancillary Fund,Registered,Medium,"The Epicentre was completed in conjunction with the Hunger Project, with funding and oversight by the Patter Foundation.",
40994755373,The Trustee For The Kingfisher Trust,Registered,Small,We coordinate partners to provide content through a mobile app designed to reach the low specification mobile phones of the poorer and persecuted people s of the world,We provide online services via mobile phones
41000865823,Australasian Society For Intellectual Disability Ltd,Registered,Small,Delivering education programs and providing information to support transitioning research into practice,
41001286639,The Institute Of Cultural Affairs,Registered,Small,we support and international network and the activities of sister organisation for village development,
41002880293,Evangelical Chinese Church Of Sydney Limited,Registered,Small,ECC  transferred funds to overseas missionaries that belong to Christian mission organisations that we support.,
41004327315,The Company Of The Sisters Of St. Joseph Of Cluny,Registered,Small,"Education of children and young adults in remote area of Papua New Guinea. HIV/AIDS testing and counselling in Papua New Guinea. Aged Care Activities, both in the care of aged members and pastoral care in an aged care facility.",
41061245216,Christian Projects Holdings Limited,Registered,Small,L21 senior ministers study tour in USA,
41081615992,Wat Buddha Dhamma Foundation Limited,Registered,Medium,Provide cash donations to monasteries in Thailand.,
41135771345,Flight Safety Foundation Limited,Registered,Large,Providing Training programs on Aircraft Safety and conducting Audit programs for Aircraft Operators,
41174106253,Heartfelt : Giving the Gift of Photographic Memories Inc,Registered,Small,"We have volunteer photographers in New Zealand who just like Australia, go to hospitals to photography for bereaved families. A local professional photography lab processing the sessions and we pay for the processing from Australia. For us, NZ operates like each of the states in Australia.",
41196113235,Conservation International Australia Environmental Trust,Registered,Medium,Conservation International Australia is a wholly owned affiliate of Conservation International Foundation (CIF) and aims to contribute to CIF's global strategy and programs. Conservation International Australia thus provides funds and technical expertise to programs and projects throughout many of CIF's target countries in the Asia-Pacific and beyond.,
41197886352,EduCare Charity,Registered,Small,Paying tuition fees for tertiary education,
41205981416,The Kalos Presbyterian Church Inc,Registered,Small,Transferring funds or goods overseas for helping missionary work at underdeveloped countries.,
41253108712,Foundation Of Joana De Cusa Incorporated,Registered,Small,"The goods collected like clothes where sent overseas to Brazil to other local charities , that would provide them to those in need.",
41310238762,Fullife Foundation,Registered,Small,"We work exclusively in Ethiopia. We carefully select partners who work on the ground in Ethiopia, and only fund projects that assist in improving the health of women and children, and then, only those which show great impact. All our funding partnerships are guided by a detailed MOU, and funding is only transferred when agreed KPIs and outcomes are met. We mostly work with partners who have an Australian parent arm. Eg: World Vision Australia, Birthing Kit Foundation Australia, International Needs 2020 Annual Information Statement PDF of your submitted form acnc.gov.au Page 4 of 10 Australia, Barfoot Initiative. Finally, our Directors visit Ethiopia, usually on a yearly basis (most recent trip was 2019), where we view the projects and outcomes for ourselves, ensure our donated money is being spent well, officially open completed projects, and look for further funding opportunities.",
41369806767,Cornerstone Ministry Inc,Registered,Medium,Humanitarian work - Providing food and basic items to prison inmates.  Providing health education to prison inmates.  Constructing 20 water wells in remote villages and building small dwellings for orphans and widows.  Providing means and education to help families begin industry to financially support themselves.,
41416941747,L3 CHURCH INC,Registered,Small,"We support a ACCi Christian missions team called Sepheo in the country Lesotho (Africa). This team help keep children off the streets by running school programs, self worth programs and family support programs.",
41424967594,Subud Sydney Inc,Registered,Small,"Some funds transferred to World Subud Association that provides charity activities for youth, health, community and cultural activities",
41426925980,The Trustee For Rotary Club Of Melbourne Community Foundation,Registered,Small,Pacific Immunisation Project: Rotary Give Every Child a Future https://everychildafuture.com/ In partnership with UNICEF who will provide and co-ordinate delivery to vaccinate 100000 disadvantaged children and adolescent girls against 5 common illnesses.,
41520460827,University of Peradeniya Alumni Association Western Australia Chapter Inc,Registered,Small,"The Alumni Association of University of Peradeniya Sri Lanka (AAUPSL) has set up a formal arrangement with the university to offer studentships (financial assistance to poverty-stricken students who are currently enrolled for undergraduate studies). Using the university s application and income verification processes, the Students Welfare Committee of the AAUPSL obtains applicants  proof of poverty. In the beginning of each academic year, AAUPSL shares the studentship details with alumni chapters operating in different parts of the world. Accordingly, the board of the University of Peradeniya Alumni Association Western Australia Chapter received the list of potential recipients for financial relief in the last academic year. Board members deliberated and decided to donate AUD 6800 to offer studentships for six students who study 4-year courses and 1 studentship for a student undertaking a 5 year course.",
41575099453,GROWING CAMBODIA INC,Registered,Small,"Growing Cambodia supports the Cambodian NGO Growing Cambodia Organization which provides English lessons in  four rural villages  - three located near Siem Reap at Kok Beng, Oroluos and Beng villages with the fourth village at Koy Meng. Over seven hundred students attend the free English lessons and the curriculum is being expanded to include the use of computers, art classes and health and wellbeing lessons.  Growing Cambodia Organization also provides scholarships for students to attend government schools if their families are unable to provide the mandatory uniforms to attend school. It also provides University sponsorships.",
41602727435,Bioregional Australia Foundation Ltd,Registered,Small,"We provided sustainability advisory, training and certification services to individuals, companies, developers businesses and  government to deliver more sustainable operations, properties and assets addressing climate change impacts,   providing better social, environmental, and economic outcomes for regions that we serve, New Zealand is a country in our region we are offering our services.",One Planet Living programs to address Climate Change
41616352893,Art to Healing Limited,Registered,Small,"Our main objective at Art to Healing is to improve trauma care through trauma-informed models of holistic psychosocial approaches. We do this in 3 ways:  1. Working directly with the women and children who have experienced child slavery, exploitation or slavery, or those who are vulnerable to being sold into exploitation and trafficking. through group or individual sessions through art therapy, counseling, Somatic Experiencing, and other trauma-informed therapeutic approaches. 2. Building the capacity of the staff in anti-trafficking organizations who care for the beneficiaries, so that care can be more effective and trauma-informed. 3. Researching our interventions through a mixed methods research methodology, which includes utilizing both qualitative standardized tests and quantitative creative arts methodology as well as narratives to measure the effectiveness of our work and care for the survivors of sex trafficking.",
41625789172,The Trustee For John Alexander Clarke Estate,Registered,Small,"The Station Heads for the Christian churches in Mulongo, Kabumbulu and Manono districts are responsible for managing the work of school education, hospital visitation, rehabilitation, social services and co-ordinating economic, social and community development programs. They also oversee the work of pastoral counselling, provide training for emerging leaders and conduct regular religious services in the churches in the areas for which they are responsible.",
41629322176,DOING GOOD REWARDS FOUNDATION OVERSEAS AID DEVELOPMENT LTD.,Registered,Medium,"We send funds to our trusted charity partner Foundation of Goodness who deliver community development and empowerment programs locally in Sri Lanka. We are bridging the gap between urban and rural areas of Sri Lanka to lift the standard of living in the most remote communities with regards to access to quality education and employment training for children, youth and women.",
41646598763,KARE FOUNDATION LTD,Registered,Small,"Kare Foundation operates in Kenya and In Australia. The Australia arm is involved in Advancing Education, Advancing Health and advancing Social and Public welfare. In the case of Education, Funds are sent to the schools direct from Kenya or Australia Kare Bank accounts. For the maintenance funds for the sponsored children, the funds are sent to the Matron to purchase the school requirements and give the children pocket money. Funds for the volunteers are dispatched from the Kenyan bank account direct to the individual volunteers. Funds for the counseling team are dispatched directly to the individual counselors. For advancing Health, Funds are normally dispatched to the respective Health providers, and any money for transport or upkeep for the sick person is sent to the Matron. For the Teenage Mothers Project, Funds are sent to the rescue Center Directly from Kare Foundation Bank Account. In case of Resettlement, our Director would be on the ground to facilitate the house building.",
