abn,charityname,registrationstatus,charitysize,activity_desc,other_activity_desc
31164423803,Underwater Earth Limited,Registered,Small,We engage international communities at events on the importance of the ocean and ocean issues; we capture underwater photography and filming content from all over the world to produce into digital assets accessible by the global community via digital platforms to educate people about the world's ocean; we partner with scientificinstitutions doing scientific surveys to aid the global coral reef scientific community; we devise school education ocean literacy programs.,Communication and outreach; underwater photography and filming; scientificresearch; school ocean literacy support.
31182665208,IQ Pat Baker Foundation,Registered,Small,Hopes & Dreams runs the program,
31297550851,Seven-My Gift of Love Organisation,Registered,Small,"We sent (Balik-bayan boxes) old clothes, shoes, food to be distributed to those who are in need.We sent  sound systems to be used for church services.We are providing financial support to renovate some Christian Churches.We are providing financial support to few people who need money to buy medicines or medical expenses.",
31374118946,Australian And New Zealand Society Of Paediatric Dentistry,Registered,Small,Educational programs convened by ANZSPD are available to our dentist and oral health therapist members in New Zealand. Courses are occasionally run in New Zealand,
31392348817,Pilgrim Congregational Church Incorporated,Registered,Small,"Pilgrim Congregational Church Incorporated supported Partners for Peace, which works with partner agencies in developing countries throughout the world, including Asia, Africa, the Pacific and South East Asia.  These agencies are involved in education, economic development, health and refugee relief among  other projects.",
31447752137,Church With No Walls,Registered,Small,"Teaching online to Pastors overseas in India, Nepal, Cambodia, Philippines and in Australia.",
31456905088,Romanian Orthodox Episcopate Of Australia And New Zealand Inc,Registered,Medium,"Set up new parishes and manage administration tasks of parishes in Wellington, Auckland and Christchurch.",
31585742209,Medical Repurposing Network Inc,Registered,Small,"Donating Redundant or Decommissioned medical equipment to PNG, Fiji and Outback Australia",
31605454671,FULCRUM AID LTD,Registered,Small,Our vision: A world free of inequality. Our mission: Fulcrum Aid partners with local champions anywhere in the world to impact the causes and consequences of inequality.,
31607079158,Captivating Australia Limited,Registered,Medium,Operating overseas with approved local NGOs delivering programs outlined in previous sections.,
31612340346,The Trustee For A.F.W. & J.M.Jones Foundation,Registered,Large,Providing cash grants to other charities operating in New Zealand.,
31618278229,Samma Group Community Foundation Ltd,Registered,Small,"The Samma Foundation assisted with the build process (reviewing builders claims and Qs Reports) as well as providing financial support for the last of the builders claims to finish the New Life School in Phomn Penh. The team also worked with the school leaders to assess what was required post build to get the classrooms running and provided financial support for the classroom fitouts incl desks, chairs, whiteboards etc. Continued support was also provided to Elgawly preschool for funding the teachers salaries as well as additional Covid food relief for the Elgawly Village in Egypt.",
31619638667,Love Works Foundation Limited,Registered,Small,We receive donations and use it to assist orphans in Zimbabwe in providing their basicnecessities.,
31626916890,COMPUTER SIMULATION & ADVANCED RESEARCH TECHNOLOGIES (CSART) LTD,Registered,Small,"On the international stage CSART works alongside partnerships between academic centres of excellence, government and non-government agencies, and community stakeholders to achieve significant and lasting impacts for complex global challenges such as poverty, food insecurity, infectious disease elimination, homelessness, crime, mental illness and suicide, substance abuse, domestic violence, threats to child health and well-being, chronic disease, and significant health disparities across populations.",
31632970819,EDUCATING THE FUTURE AUSTRALIA LIMITED,Registered,Small,"Educating The Future's (ETF) mission is to empower members of impoverished communities to achieve an improved quality of life and capacity to achieve their potential. To work towards this, ETFâs development activity is the construction of high-quality, value-for-money, community-built public preschool education facilities. ETF intends to improve the net enrolment rate of preschool in Timor-Leste, particularly in rural areas, for children with disabilities and girls. To construct a pre-school, ETF partners with the local community and Ministry of Education Timor-Leste to ensure sustainability and ownership of the facilities provided. This process of partnership involves capacity building initiatives with ETF partners in a bid to strengthen national policy outcomes.",
31641145609,St Mark's Anglican Church Revesby,Registered,Small,Sent clothing and blankets to Tonga after Tsunami through Anglicare,
31715574295,The Journal Of Pacific History Inc,Registered,Small,"Apart from the Journal's main activity of publishing significant research on Pacific Islands history, JPH Inc. runs mentoring programs for early career researchers and for historians and graduate students at regional higher education institutions, including the University of the South Pacific, the University of Papua New Guinea, and the Pacific Theological College. The main mentoring aim is to assist early career researchers and Islanders to write and publish scholarly articles, thereby helping to advance their careers and achieve an international voice",
31716876089,The Trustee For James F Roche Axa,Registered,Small, ,
31731714749,Slavic Gospel Association,Registered,Medium,SGA provides financial support to pastors and Christian workers in reaching the people with the Gospel and also provide humanitarian aid.,
31776607574,Charles Winter Estate,Registered,Small, ,
31799197605,The Trustee For Leslie Charles Sedgeley Phillips Estate,Registered,Small, ,
31831052200,Bankstown Gospel Hall ,Registered,Small,Supporting Missionaries engaged in Rural communities in India and Fiji to provide basic needs and education and work for families,
31837321637,Links of Hope PNG Inc,Registered,Small,"Monthly care packages and annual school uniforms and supplies for 300 children living impacted by HIV. Pastoral care team activities to support children in communities lost to follow-up or not adhering to medications. Educational support programs for carers of children living impacted by HIV. Community Health Education Programs for women, adolescents and children on range of health-related topics, including HIV. Operation of a respite centre in Port Moresby, housing children orphaned to HIV and rehabilitating children after hospital admissions.",
31857674815,International Detention Coalition,Registered,Large,"Our charity provides capacity building support to our global member network, andconducts advocacy and provides expertise to support governments meet theirinternational obligations to protect the rights of refugees, migrants and asylum seekersheld in immigration detention or at risk of immigration detention.",
31868153887,The Trustee For Alfred Herman William Dehnert Trust,Registered,Small, ,
31892986808,The Trustee For The Anne Marie And Bernard Miles Quinn Memorial Trust Fund (S L Quinn),Registered,Small, ,
31950346332,The Trustee For The Doris Smith Scholarship Trust,Registered,Small, ,
31984733651,Anglican Cursillo Movement Of Australia,Registered,Small,Conferences,
32004260860,MAF International,Registered,Large,Refer to Question 7,
32025023784,The Trustee For Elvira Mary Mcdonald Estate,Registered,Small, ,
32107937717,Australian and New Zealand Society of Blood Transfusion,Registered,Small,"As we are also a New Zealand Society, we may transfer funds to New Zealand for eg. if an award or scholarship has been presented to a New Zealander. We also operate overseas when our annual scientific meeting is held in New Zealand. We may hold educational meetings in New Zealand as well.We sponsor delegates from resource poor countries to attend our annual scientific meeting. Funds to these delegates are not paid directly to them, we control all related expenses for them. In all our international activities, we comply with the four External Conduct Standards through risk management processes.",
32108796878,Jewish National Fund Of Australia Ltd,Registered,Large,"Transferring funds or goods overseas Operating overseas including delivering programs Further details: (i) the acquisition and development of land in Israel to be held as the inalienable property of the People of Israel; (ii) conservation and enhancement of the environment, prevention of desertification, rehabilitation and preservation of degraded natural forests and afforestation of areas where natural forests have been destroyed; (iii) reclamation and rehabilitation of wastelands and swamps making them fit for cultivation and settlement and research and rehabilitation of arid and semi-arid land; (iv) searching for water, water conservation and the rehabilitation of polluted waterways; (v) building of roads; (vi) promotion of research into land use and ecology issues; and (vii) the organisation of seminars and workshops for the exchange of scientific material and information concerning the environment and matters relating to the development and management of the land with",
32127974261,Water Research Australia Limited,Registered,Large,"Procurement of research, and knowledge transfer activities either directly or as a sub-contractor (Mekong countries).",
32133634956,Anzup Cancer Trials Group Limited,Registered,Large,Collaborative Clinical Trial Research,Collaborative Clinical Trial Research
32143935769,Wildlife Asia Limited,Registered,Large,"Wildlife Asia provides funding support to local NGO's to undertake biodiversity conservation activities in the field, in critical landscapes that we have identified as a priority for conservation of endangered wildlife and habitat. We do this through private donations and international grants. We support activities such as ranger patrols, protected area management, alternative livelihoods and capacity building within grassroots organisations.",
32154014481,UTS Global Pty Ltd,Registered,Large,UTS Global Pty Ltd was established to provide management and support services to University of Technology Sydney (UTS) overseas representatives offices. Its activities assist in supporting and promoting the objects of UTS and strengthen UTS's international network. This allows UTS to be more effective in advancing the education of its target beneficiaries.,
32198387453,Australian Friends of Tandaza Inc.,Registered,Small,We raise funds to support the work of  Tandaza Trust.,
32218562738,Australian's Advancing Oral Health in Vanuatu Incorporated,Registered,Small,"We provide online education, support and allied oral health services.We train and involve medical and education based local personnel in delivery of ourservices.",Online support through access to education and public oral health relatedinformation
32279900626,Anglican Church Of Saint Thomas Port Lincoln,Registered,Small,Sent money for upgrading facilities. ---for the schools,
32280648844,The Agnes Lesley Eather Trust Fund,Registered,Small, ,
32301181200,The Trustee For The Paulette Carson Trust,Registered,Small, ,
32338324252,Anglican Parish Of St Helens,Registered,Small, ,
32343758455,Hopes And Dreams Inc,Registered,Small,"Provides start up capital micro loans, provide access to clean and safe drinking water",
32373683673,Julia Lang Foundation,Registered,Small, ,
32392287915,Punya Foundation Inc.,Registered,Small,"Nepal: provision of scholarships to blind, orphan and vulnerable students Nepal: health and relief for blind women, COVID-19 pandemic patients, refugees  USA: help to homeless people Ethiopia; Victims of sexual assault and poor children",
32564003941,Love Of Jesus Christian Ministries Inc,Registered,Small,"Minister to the needs of the pastors and ministers of religion. Provide support needed in establishing the House of the Lord in Negros, Oriental. Provide mission fund relief for the affected victims of typhoons, and volcanic eruptions (Taal Volcano). Provide mentoring, encouragement, and moral support to the church leaders and ministers of religion.",
32602696631,Aquaculture without Frontiers (Australia) Limited,Registered,Small,Transferring knowledge and information to assist development,Online activities with various partners in the program
32605403629,THE PNG FOUNDATION LTD,Registered,Small,Refurbishing the Hospital and installing electricity supply in Kanabea (PNG),
32608825976,International Fistula Alliance (IFA) Ltd,Registered,Medium,We provide support and services to local partners in Sub-Saharan Africa for the provision of maternal healthcare and for the prevention and treatment of childbirth injuries and the consequences experienced by women.,
32609695701,Mars Society Australia Inc.,Registered,Small,MSA partners with Amity Centre of Excellence in Mumbai in the delivery of astrobiology outreach and education programs to students in India and beyond.,
32609935239,Wilderness in Nepal Ltd,Registered,Small,"At Bahadure School, Annapurna region, we provide $6,500pa to maintain the Boarding House for 12 girls from remote communities who would otherwise be unable to attendschool. COVID limited the time girls were able to stay at school, but we provided funds to maintain the Boarding House and support the House Mother.WIN provides $5,000pa for teacher salaries at Bahadure School, at years 10-12, and $2,600pa as individual $100 student scholarships. Without this support most of the studentswould be unable to complete their education.At Junbesi, Solukhumbu region, we provide annual funding of $5,000 to the Kushudebu Public Health Mission, ensuring a qualified nurse is available. In addition, we have organised health clinics staffed with Australian and Nepalese doctors, treatingover 800 patients over 4 days in 2018. While we were unable to run a Health Clinic in 2021, funds were provided to build a separate room at the clinic for COVID testing and isolation.",
32616048223,Help CT Ltd,Registered,Small,"Most of our work involves sending funds overseas to our partners who run the projects. We travel to see evaluate and monitor projects. We conduct professional development session for teachers and facilitate educational professionals to visit and work with staff and students. We provide moral support, mentoring and advice for the leaders of the projects",
32618701858,Mates Without Borders Ltd.,Registered,Small,We provide funds to NGO's to purchase food and kitchen equipment to help feed people in need and disadvantaged communities.We also directly purchase medicines and kitchen equipment to help NGOs needing help with basic health needs as well as needs that arise form the pandemic.We co-funded the provision of school supplies to several schools in Lara state,
32629100838,The Trustee For Leslie Lillian Graham Estate,Registered,Small, ,
32641082957,CHARITY DOWN UNDER LTD,Registered,Small,We coordinated and funded an organization in Bangladesh to purchase food and daily essentials from Market  and Pack them in a Family Pack Size. Distribute them to the Disaster affected Families in Bangladesh. We assessed the patient's Medical condition and his/her ability pay the medical bills and assist them in paying the medical bill.,
32643036726,People Church Incorporated,Registered,Medium,"Support was provided through Aid Indonesia Inc for orphans and the disadvantaged in rural Indonesia, including finance to support accomodation, healthcare and education.",
32653519962,Ten for Tamils Incorporated,Registered,Small,Under strict guidelines and financial accountability we continue to support the Centre for Women and Development to carry out programs initiated by the Ten for Tamils board based in Melbourne.,
32653730389,P J Mcmahon Estate,Registered,Small, ,
32688972188,Dandenong Parish Of The Russian Orthodox Church (Abroad),Registered,Small, ,
32695354141,H P Williams Trust,Registered,Small, ,
32709976773,International College Of Christian Ministry Inc.,Registered,Small,Teach a course by Zoom videoconference,
32733102414,The Trustee For Noel Ernest Maddison Charitable Trust,Registered,Small, ,
32743493466,Australian Open Source Software Innovation and Education,Registered,Small,We mentor students who are based overseas during the Google Summer of Code program. We send a small stipend to mentors who are based overseas as a reward for their mentoring.,We mentor students who are based overseas during the Google Summer of Code program. We send a small stipend to mentors who are based overseas as a reward for their mentoring.
32850244975,The Trustee For John Anderson Estate,Registered,Small, ,
32862028418,The Trustee For Community Aid Abroad Womens Development,Registered,Small, ,
32868898002,Parish Of Furneaux Islands,Registered,Small, ,
32944754177,Catherine House Inc,Registered,Large, ,
32992495955,The Trustee For The George Dorward Trust,Registered,Small, ,
33001882337,Palms Australia,Registered,Medium,Recruitment of qualified and experienced Australians who volunteer to assist in the growth of vital grass roots organisations by fostering strengths of their people.,
33057561770,Australia Latin America Foundation Limited,Registered,Small,securing and raising funs to support Australian artists performing in Latin America,
33091077566,Clearvision Christian Fellowship Ltd,Registered,Small,We financially support children that are less fortunate and need help overseas.,
33097445808,Mission Armenia Limited,Registered,Small,Transferring funds or goods overseasFurther details:Mission Armenia  Ltd is involved in raising funds and supporting the main branchin Armenia.1. We achieve this by way of promoting the needs and the programs of MissionArmenia in Armenia.2. Encouraging donations by our supporters.Mission Armenia Ltd  is run by volunteers and no one is paid for their work,
33099584219,The Council of Anglican Mothers Union Australia Incorporated,Registered,Small,"Members in Australia make donations to the Mothers' Union charity in England who disperse the funds for specific projects.  Mothers' Union groups identify community needs at local level and form projects to address these.  In a number of countries the work of members is supported and nurtured by Community Development Co-ordinators whose training and direction is facilitated by the central charity.  There are some common themes which are important to the membership of Mothers' Union including maintaining a worldwide Christian fellowship, promoting favourable conditions in society for stable family life and helping families who have met with adversity.",
33102328239,The Trustee for the Soar Like an Eagle Trust,Registered,Small,Support to local communities through aid work,
33113469195,Good News Broadcasting Association Limited,Registered,Medium,"Conducting Training Programs, fundraising and promotion workshops, distribute radio, tv, Internet content across UK, USA, East, West, and South Africa, Ethiopia and India.","In Advancing the Religion - Produced Christian religious media products, radio,tv, Internet content, facebook, blogpost, Printed and Published distributed Christian literature, books daily devotions, Newsletters, counselling."
33130026805,The Trustee For The Alfred Reid Trust,Registered,Small, ,
33140445068,Community Empowerment and Livelihood (CEAL),Registered,Small,"In South Sudan, CEAL is plan to implement Programs such as Food security, Education, Water and Sanitation, Capacity building and Emergency response. However, The COVID-19, have limited our activities, because of luck of funding. We only run agriculture project and eduction project in small skills in the villages.",
33153138120,ASSOCIATION OF CHRISTIANS IN ACTION INCORPORATED,Registered,Small,"We provide financial assistance for humanitarian aid, drug rehabilitation, care of persecuted Christians, and Christian missions.",
33159139334,The Congregation of the Enmore Spiritualist Church Foundation Trust,Registered,Small, ,
33164247296,Cotton On Foundation Limited,Registered,Large,"We provide and partner with communities to run programs based on providing educational opportunities, higher education, healthcare and sustainability. The provision involves building infrastructure to carry out the initiatives of the Foundation, upskilling and overseeing the communities to enable them to become meaningful and contributing citizens.",
33173743698,The Trustee For Irene Reid Trust,Registered,Small, ,
33237965288,Umoya Ministries Incorporated,Registered,Small,"We rescue, rehabilitate and reconcile street-connected children with their families. We have a strong belief in the right for all children to have access to an education and a safe place to call home so they grow to reach their full potential. We work to advocate for children to be protected from all forms of abuse and exploitation.",
33260335253,The Trustee for Niulife Foundation,Registered,Small,Training and sharing of experiences relating to the farm level production of virgin coconut oil.,
33293441659,Trustees Of The Sisters Of Saint Joseph,Registered,Small, ,
33295568110,The Trustee for Diabetes Overseas Aid Fund,Registered,Small,"it provides children and young adults with diabetes in developing countries with insulin and other resources to manage their diabetes, and assists local health services to provide ongoing care",
33296481854,The Trustee For Gilbert Davis Trust,Registered,Small, ,
33361460443,World Families Australia Incorporated,Registered,Medium,"World Families Australia funds a range of relief and community development projects in seven countries in Asia and Africa. Donors provide one-off donations, quarterly donations or an annual gift which if forwarded to a project coordinator in the host country connected to the project and knows the country or the community. Donations are managed in Australia locally by the local office and sent overseas to be disbursed according to the agreed project goals with the host country. World Families endeavours to ensure these goals are consistent with the UN Sustainable Goals or are in the preliminary stage of implementation. A number of local volunteer project officers visit their overseas projects. Projects can include hygiene and sanitation, provision of micro-loans, agricultural projects enabling locals to plant crops, mental health care for addiction,  education for the marginalized, healthcare for treatable medical emergencies, education for the blind, education of orphans, nutritional",
33366405536,Berwick Vineyard Church Inc.,Registered,Small,"We support a couple doing work in support the Church in Papua New Guinea, Solomon's and Indonesia.",Supporting and training Christian leaders in discipleship and missions
33381447349,Wynyard Baptist Church,Registered,Small,Financial support to mission work in Thailand,
33522626224,Edward Davies Trust,Registered,Small, ,
33600461818,Assyrian Church of the East Relief Organization - Australia Limited,Registered,Small,"CERO   Australia directs funds raised towards its overarching objective of providing benevolent aid and relief to local and international individuals, groups and communities. International aid and relief is primarily focused across the Middle East including Iraq, Syria and Lebanon; with other locations contingent upon circumstances and need.",
33602480722,Little Cloud Foundation Inc.,Registered,Small,Our beneficiaries are disadvantaged or seriously sick children who reside on the territory of the former USSR. Most of our beneficiaries in the financial year 2021 were Ukrainian residents.,
33607002261,Rivers Baptist Church,Registered,Medium,Financial support for community development projects and Bible translation,
33608261767,Mum For Everyone Ltd,Registered,Small,we provided goods and provisions for select orphans and in the country of Ghana and also minor funds provision,
33611349476,Forever Empowerment Ltd,Registered,Medium,"Our project with Global Development Group works across Tanzania with women who are either too sick to feed their newborns, or who have become caretakers of newly orphaned babies but cannot adequately provide for them.   This is achieved through weekly training sessions over a 12-month period, culminating in a business that increases income and allows for sustainable care of the child.  285 families join our project annually, meeting weekly for:  1. Nutritional provision and weigh-ins 2. Training in parenting; nutrition; disease prevention; hygiene; business skills; financial education 3. Provision of crisis items: mosquito nets, cooking equipment, bedding, medicine 4. Business setups that involve: - Tailored and partnered approach, addressing each participant s needs and circumstances - Research around homes and communities for appropriate business opportunities - Initial business setup expenses - Ongoing mentor support",
33613484291,Water East Timor (WET) Inc.,Registered,Small,"Ongoing contact made to determine needs for water and sanitation in Lauana district Emera.  Working with local Timorese Water team, installation of water tanks,  piping and other plumbing requirements. Project brought safe water to approximately 30 houses, 210 people and  with 503 students from a nearby primary school, preschool and vocational secondary school students.",
33619498930,HAPPY SOUL FOUNDATION LTD,Registered,Small,Charity provides funds Anamrita Foundation in India to provide midday meals in public schools so that the children go to school to get their meal rather than working or begging,
33626253487,THE CARDONER NETWORK LIMITED,Registered,Medium,Transferring funds or goods overseas. Operating overseas including delivering programs Further details: Young adults immerse themselves in underprivileged countries for 3 weeks to 12 months,
33637156471,OPERATION BLUE LIMITED,Registered,Small,Funding and distribution of water filtration systems in areas and countries with a lack of access to safe drinking water.,
33641451005,SIONE'S FOUNDATION LIMITED,Registered,Small,"Sione's Foundation exists to improve the current living standards and provide a better future for the whole Tongan community with a key focus on children who are disadvantaged, marginalised or isolated. The help is provided through;- Sustainability & infrastructure projects- medical equiptment & supplies- Education & career development programs- Healthy lifestyle programs- Sporting facilities & pathway programs",
33733279414,Australians for Cambodia Inc.,Registered,Small,We transfer money to our supervisor who then sends it to other schools or uses it for the schools he directly manages,
33815565980,The Trustee For Alexander L White Estate,Registered,Medium, ,
33827625520,The Trustee For Estate Late Margaret Christina Harrison,Registered,Small, ,
33836169545,Father Joe Foundation Trust,Registered,Small,"The charity strives to give the children of Fiji the basic ingredients for a positive chance at life. We want to encourage them to be the best they can be and to believe in themselves. We believe that every child has the right to an education, ample and nutritious food and a home in which to live. We believe, with your help, we can make a real difference in each of these childrenâs lives.",
33855157759,Stairway Church Whitehorse Inc,Registered,Large,"Overseas missions: goal is to resource Christian churches in the regions Stairway Church partners within to help them become a people who bear witness to the Kingdom of God in their communities.  For Goodness Sake (refer program): a collection of initiatives and projects, where Stairway Church partners with experts in their location to seek restoration for those who have experienced disadvantage. This is done through developing relationships with partner organisations, mobilising through volunteers and funding, seeking justice for those experiencing brokenness.",
34091347986,Remnant Ministries Inc,Registered,Medium,Aid for like ministries.,
34093071316,Yooralla Youth Ministries Australia Incorporated,Registered,Medium,"Transferring funds or goods overseas Operating overseas including delivering programs Further details: The organization works with and supports a group of like minded NGO's in Timor Leste, Nigeria and India.We support the delivery of Health and Rehabilitation activities,  Education services, and Economic ,Social and Community Development",
34093854267,Australasian Gastro-Intestinal Trials Group,Registered,Large,"The AGITG is the sponsor of many clinical trials in respect to improvement of patient care and medical practice. Collaboration with other international organisations to assist in accessing patient data within the scope of various scientific trials allows expansion of data collection, broader patient reach and thereby a greater efficacy in the trial outcomes. As the sponsor of clinical trials, the AGITG conducts control, central management and co-ordination of all trial activity in Australia.",
34100268969,Royal Australian & New Zealand College Of Obstetricians & Gynaecologists,Registered,Large,"New Zealand office delivers education and training in obstetrics and gynaecology for NZ doctors.Pacific Scholarships Program contributed to the CPD of Pacific O&T trainees and specialists.Collaboration with partners, including other medical colleges, non-government organisations and medical schools and O&G societies within the Pacific to optimise capacity building.Funding of selected overseas medical programs",
34114162042,INF Limited,Registered,Large,"INF International's primary role is to implement, through its partner NGO, INF Nepal Agreements with Government of Nepal to provide community health and development programming in remote and poor communities in the Mid and Mid-West of Nepal, and to provide specialist clinical and community health services through three hospitals, through outreach clinics and rehabilitation activities.  INF's work focuses on the poorest and most marginalised groups and communities within the areas in which it works.As part of its Agreements INF international is able to recruit and support expatriate volunteers to provide technical advice to INF Nepal. Part of the support provided is to run a Primary Studies Centre to provide schooling for children of expatriate volunteers.INF International also works alongside other members of the INF family, including INF Australia.",
34141060586,One Education Foundation Ltd,Registered,Large,We give older technology a second life to aid children accessing education indeveloping nations and communities while supporting a more sustainable and greener world.,
34167153522,Mwembe Foundation Australia Ltd,Registered,Small,Support for school children in East Africa via partnerships with UK based charities,
34211600975,The Trustee For The Ida Maud Webster Mcdonald Perpetual Charitable Trust,Registered,Small, ,
34265720203,Transforming Leadership Incorporated,Registered,Small,The provision of scholarships to candidates undertaking postgraduate degrees through the Akrofi-Christaller Institute in Ghana as well as supporting the Mulongo Hospital in the Democratic Republic of the Congo.,
34290264644,The Trustee For Maranatha Hospitals Aid & Development Australia Fund,Registered,Medium,"Strategic support and guidance, fundraising for an overseas community development and healthcare project.",
34313741560,Water For Africa Inc.,Registered,Medium,Providing clean water through drilling new wells and repairing existing wells.,
34318980208,Agricultural Improvement Fund Inc,Registered,Small,funding the efforts of SeedChange Tanzania,
34387095419,The Estate Late Nicholas A Aroney,Registered,Medium,"Provide financial support for cultural activities such as archaeological excavations, and the promotion of the Greek language",
34413552627,The Judith Marsham Farrell Charitable Trust,Registered,Small, ,
34498876488,The Trustee For Bill And Jess Gibson Charitable Trust,Registered,Small, ,
34553520250,The Trustee For Graeme Douglas Watson Estate,Registered,Medium, ,
34585840530,The Franklin Fund,Registered,Small, ,
34605303571,Step 2 Foundation Limited,Registered,Small,"Provide support and resources to educate primary school children in English learning and computer skills. Mentor young teachers and students through the Australian Centre for Education in Siem Reap to study English.Provide clean and fresh drinking water to six village communities and schools. Giving drinking water to over 10,000 people.Work with the WFP to provide a healthy breakfast program to primary school children.",
34618870358,Kingdom Advancers International,Registered,Small,"We are involved in missions to Fiji, Tokelau, NZ, Philippines, Samoa. We have a missions fund and we send money or goods to the places where we have missionaries",
34624406622,GLOBAL CENTRE FOR MODERN AGEING LIMITED,Registered,Large,"Hong KongAppointed by the Hong Kong Council of Social Service to assist to design, develop and operate an inclusive one-stop Gerontechnology Platform in Hong Kong. https://www.hkcss.org.hk/gerontechnology-platform-builds-cross-sector-collaborative-coalition-to-further-promote-the-development-of-the-gerontech-ecosystem/?lang=enSingaporeGMCA CEO Julianne Parkinson was part an international judging panel for both the 8th Eldercare Innovation Awards and the Ageing Asia Start-Up Awards. Additionally, she spoke on the topic 'Ageing at Home â the role of Telehealth'.GCMA Strategic Advisor Dr Terry Sweeney addressed the 'The Rise of AI in health & care. A new partnership between humanity and technologyâ.General Practitioner and GCMA Strategic Advisor Professor Justin Beilby, presented on Innovations in Aged Care.",
34626941571,IMAGINE COMPASSION INTERNATIONAL LTD,Registered,Small,"Building sanitation projects such as toilets, wells, renovation of old dwellings for underprivileged families, paying hostel and school fees,  feeding programs, helping with basic needs during Covid19, building dormitory accommodation for orphan girls, supply mosquito nets for children and so on.",
34728277139,Ride Aid Inc,Registered,Small,Providing educational support to disadvantages and disabled kids with a focus on computer facilities to bridge the digital divide in rural communities.,
34739836801,Shiloh Ministries Australia,Registered,Small,"Christian Bible based teaching, religious instructions, leadership, mentoring, pastoral care, Christian leadership and Christian spokesperson.",
34752886359,The Thelma Silver Trust,Registered,Small, ,
34774391697,SKAR Ministries,Registered,Small,"We have volunteers who serve from the United States, and a large proportion of those we engage with us live in the US. We also run game competitions to bring in new people with small monetary prizes, some of which are won by people in the US.",
34833521660,The Trustee For Mrs Norah Cosgrave Trust,Registered,Small, ,
34852517693,The Trustee For Mary Ward International Australia Charitable Trust,Registered,Small,"Mary Ward International Australia (MWIA) supports the Loreto Sisters and its broader network in working with women and disadvantaged communities to transform unjust structures and reduce poverty and oppression, primarily through formal and non-formal education.","MWIA partners in collaborative, diverse and exploratory projects that support women s leadership and community ownership. It supports partners in implementing joint initiatives in a manner consistent with development best practice."
34855604215,The Trustee For Bernard Curran Foundation,Registered,Medium, ,
35060581437,Australian Committee For UNICEF Limited,Registered,Large,UNICEF Australia transfers funding overseas to support a range of UNICEF programs around the world.,
35086578047,The Southern Cross Association Of Churches Limited,Registered,Small,"We bring together Christian leaders for building relationship, encouragement, and providing resources. We provide basic financial support to ministry leaders to enable them to facilitate the work of Southern Cross in their local region.",
35092843322,Australia For UNHCR,Registered,Large,"Contributions from Australian individuals and groups lead to direct impact on the ground during humanitarian crises, helping UNHCR deliver emergency support such as shelter, protection, clean water, food, and medicines. As well as supporting UNHCR s emergency response, funding is also provided to support longer-term care such as building schools, running livelihood programs, and providing healthcare.",
35100432157,Oceania Paralympic Committee Inc.,Registered,Small,"The key international operation in 2021 was the preparation of our ParaSport athletes in our Pacific Island countries for attendance at the delayed 2020 Tokyo Paralympic Games, under the constraints of COVID and closed borders restricting travel and competition opportunities. Working with DFAT and the Oceania Olympic Committee, we provided local training opportunities cities in-country as well as virtual support to coaches to ensure athletes were adequately prepared. Extensive work also occurred with each Government to ensure COVID testing and quarantine arrangements were in order to allow team members to travel to & from Tokyo. We provided financial support to cover the cost of quarantine on return as most countries enforced a 2 week total isolation period.",
35121480628,The Evelyn Chapman Trust,Registered,Small, ,
35133614650,International Apostolic Ministries Worldwide,Registered,Small,We provide Christian pastoral and spiritual support to our overseas partners,
35141248900,BARBARA MAY FOUNDATION,Registered,Large,"The Foundation funds the programs in Ethiopia, Tanzania, South Sudan and Uganda that provide safe birth and fistula treatment for underprivileged women in remote and regional East Africa.",
35160445090,CHARLES BONNET SYNDROME FOUNDATION (AUSTRALIA),Registered,Small,"There are no international activities as such. There is no exchange of goods or monies.                                                With the advent of the digital age, information is being sought through mediums that transcend national borders (eg. email, social media, Zoom).","People worldwide are seeking accurate information about the syndrome. Especially during the pandemic, people are turning to online services to seek help. We offer an online community (hence available to anyone worldwide) for information provision, emotional support & strategies to better manage the symptoms.  People across the globe also contact the Foundation via our email address for similar assistance. There is no exchange of monies or goods as such."
35165080795,United Nations Youth Australia Ltd.,Registered,Small,"UN Youth Australia runs educational tours for secondary school students to engage students with international politicians, diplomats, embassies, academics, NGOs and grassroots organisations.",
35228409155,The Trustee For The Ronald & Thelma Henderson Perpetual Charitable Trust,Registered,Small, ,
35275836248,The Trustee For John Cormack Trust (NSW) Scholarships,Registered,Small, ,
35291057179,Seeds of Harvest Ministries Inc,Registered,Small,Training of leaders and pastors  facilitate aid to communities in need Religious work among villages,
35332165608,Imagine One World Incorporated,Registered,Small,"We operated our early learning and support centre for 2-6 year olds; providing nutrition, water, education and support for families living in abject poverty in the Internally Displaced Community located in Mali Mahiu Kenya. We provided financial aid to cover expenses for food and clothing and other basic needs for families living in abject poverty.",
35335529899,Our Rainbow House Inc,Registered,Small,We operate a small primary school which provides education as well as nutrition to our students. These students are orphans or vulnerable children from the local village community.  We support the ongoing education of our students by providing funding for secondary students to continue into high school.,
35337021639,Care Balonne Assn Inc,Registered,Medium,We fund the sinking of bores to provide water to the community and children hostels to ensure a safe envoirmently water for the children of India,
35340782205,The Trustee For The Thomas Hogan Charitable Trust,Registered,Small, ,
35386416331,Anglican Parish of the City of Devonport,Registered,Small, ,
35389624249,The Trustee For The Keith Goods Memorial Trust,Registered,Small, ,
